Guess1,Guess2,Probability
07-4+0=3,12*6/8=9,0.457653896067253
32/+4=08,36-5*7=1,0.457653896067253
0*2861=0,7+-9/3=4,0.4576538960672529
+9/3-1=2,0*8746=0,0.4576538960672528
0/4*+6=0,58-37=21,0.4576538960672528
-7+015=8,3*4/02=6,0.4576538960672527
6285*0=0,7-9/+3=4,0.4576538960672527
0+07-4=3,9/12*8=6,0.45765389606725265
3-8+12=7,4/69*0=0,0.45765389606725254
0*4/52=0,71-+3=68,0.45765389606725243
0*7948=0,5-2/1=+3,0.4576538960672524
24-019=5,4/+8*6=3,0.4576538960672523
26-+17=9,5/38*0=0,0.45765389606725215
5+1*3=08,54/6-7=2,0.45765389606725204
57-9*6=3,8/+4*1=2,0.45765389606725204
-2+7+0=5,1*36/4=9,0.45765389606725193
36/+9=04,5-1*-2=7,0.45765389606725193
+1*4+2=6,8-9/3=05,0.4576538960672519
09-6+5=8,9*3/27=1,0.4576538960672519
03*6/2=9,4+5-+1=8,0.4576538960672518
0*-89=+0,342/57=6,0.45765389606725176
1/8*56=7,3-09+8=2,0.4576538960672517
0*1685=0,9-4/2=+7,0.45765389606725165
0/1748=0,6*2+-9=3,0.45765389606725165
0*5/81=0,36-+27=9,0.4576538960672515
0/7638=0,2*5-+1=9,0.4576538960672515
+0/489=0,17-3*5=2,0.45765389606725143
549*+0=0,63/7-8=1,0.4576538960672514
+1/2*8=4,93-07=86,0.4576538960672513
+0*362=0,91/7-8=5,0.45765389606725126
06*7=042,8+5/-1=3,0.45765389606725126
6/4*+2=3,7-9+10=8,0.45765389606725115
014/7=+2,9*6-53=1,0.457653896067251
-9+3*5=6,28/07=04,0.45765389606725093
01/4*8=2,73+-5=68,0.45765389606725093
+51-48=3,0*92/7=0,0.4576538960672509
4/08*6=3,9+-2*1=7,0.4576538960672509
+2/4*6=3,103-8=95,0.45765389606725076
06/2*3=9,4+-7+8=5,0.45765389606725076
2/4*10=5,6-8+9=+7,0.45765389606725076
35-9=026,4/1*+2=8,0.45765389606725076
02*6/3=4,15+-7=08,0.45765389606725065
+07-5=02,36/4*1=9,0.45765389606725054
2/-9*0=0,56+31=87,0.45765389606725054
71-63=+8,92*0/5=0,0.45765389606725054
0/+529=0,36-4*7=8,0.4576538960672505
3/09*6=2,85+-4=81,0.4576538960672505
0*7963=0,8/-2+5=1,0.45765389606725043
6/3*9=18,7-5-2=+0,0.45765389606725043
-6/3+4=2,5791*0=0,0.4576538960672504
3/6*10=5,7-2+4=09,0.45765389606725027
3/8*24=9,6-8+7=05,0.45765389606725015
0*6457=0,9/3-+2=1,0.4576538960672501
18-2*7=4,63/9+0=7,0.4576538960672501
06+5-9=2,1/3*24=8,0.45765389606725004
-1+5*2=9,86/2=043,0.45765389606725
1692*0=0,5-8/+4=3,0.4576538960672499
-1*0+2=2,756/84=9,0.4576538960672498
0*253=+0,8-49/7=1,0.4576538960672498
0/4*78=0,6+9-2=13,0.4576538960672498
2/03*6=4,27-+8=19,0.4576538960672498
+0/-51=0,92*4=368,0.45765389606724977
-2/1+8=6,3795*0=0,0.4576538960672497
-56/7=-8,4*2+01=9,0.4576538960672497
0/5846=0,2*-3+7=1,0.4576538960672496
-9+41=32,0*5/78=0,0.4576538960672493
+47-38=9,0*21/6=0,0.4576538960672493
4/1*7=28,9-3-+0=6,0.4576538960672493
0/7*81=0,45-39=+6,0.45765389606724927
+5*+8=40,6-27/9=3,0.4576538960672492
+0/498=0,21-3*5=6,0.45765389606724916
+53-46=7,0*91/2=0,0.45765389606724916
23-18=+5,64/9*0=0,0.45765389606724916
+54/18=3,2*08-9=7,0.457653896067249
0/6297=0,8+1*-5=3,0.4576538960672489
7/+1-4=3,9625*0=0,0.4576538960672489
-19+27=8,8/06*3=4,0.4576538960672487
+8+-5=03,6*7/1=42,0.45765389606724866
0/7856=0,2*-4+9=1,0.45765389606724866
0/9*+7=0,81-36=45,0.45765389606724866
0/-786=0,5+4*2=13,0.45765389606724854
+57-48=9,1/2*6=+3,0.4576538960672485
-76+80=4,9/3*5=15,0.45765389606724843
+9/3*0=0,58-46=12,0.45765389606724843
2/1*4=+8,93-7=086,0.45765389606724843
085-6=79,4*3/2=+6,0.4576538960672484
+47-8=39,1*0/25=0,0.4576538960672483
0/2687=0,9+-5*1=4,0.4576538960672483
5/+1-2=3,9467*0=0,0.45765389606724816
3/02*6=9,4+5-+8=1,0.457653896067248
-234*0=0,7+16/8=9,0.4576538960672479
0/-159=0,2*38=+76,0.4576538960672479
0/-951=0,4*6+8=32,0.4576538960672478
09-6+5=8,8*3/24=1,0.45765389606724777
1+0--6=7,8/3*9=24,0.45765389606724777
+7*2-9=5,180/60=3,0.45765389606724755
0*4/65=0,8-2+7=13,0.45765389606724755
6/1*5=30,83-9=+74,0.45765389606724755
0+3*8=24,7-18/9=5,0.4576538960672474
0/816=+0,47-5*9=2,0.4576538960672473
094-5=89,6/+2*1=3,0.45765389606724727
0+54/9=6,7-03*2=1,0.4576538960672472
1/45*0=0,82+-73=9,0.4576538960672471
+45-7=38,92/1*0=0,0.457653896067247
+7-2/1=5,0*3649=0,0.45765389606724693
-63+72=9,5/2*4=10,0.45765389606724677
2/-1+8=6,7534*0=0,0.457653896067246
0/61*2=0,84-+79=5,0.45765389606724577
37+12=49,63-18=45,0.45765389606724555
27+41=68,57-19=38,0.45765389606724544
0/8*29=0,41-36=+5,0.4576538960672452
02/1*4=8,62-59=+3,0.4576538960672452
0/6258=0,7-1*3=+4,0.457653896067245
0/-5*8=0,27+16=43,0.4576538960672448
+24-5=19,6*4/8=03,0.45765389606724455
2/13*0=0,84-75=+9,0.45765389606724394
-3+4*2=5,78/06=13,0.4576538960672438
-8+25=17,4/96*0=0,0.45765389606724377
0/5349=0,8-+2*1=6,0.45765389606724366
24+57=81,9/-6*0=0,0.4576538960672433
31-26=+5,4/89*0=0,0.45765389606724316
7*2-+9=5,8/4*03=6,0.4575974722112522
8/+4+5=7,9-1*06=3,0.45759747221125097
+91-84=7,3*2/06=1,0.45759747221125074
+007-5=2,3*18/6=9,0.4575974722112507
1/3*06=2,5+8+-4=9,0.4575974722112506
01+9/3=4,7*2-06=8,0.45759747221125047
8*3/+4=6,9-07*1=2,0.4575974722112504
02-7+6=1,48-9*5=3,0.45759747221125024
7+-4/1=3,6529*0=0,0.45759747221124986
8-6/+1=2,95*4=380,0.4575974722112497
+0/824=0,9*6-51=3,0.4575974722112493
06-8+7=5,12/4*1=3,0.4575974722112489
24/9*3=8,5+1-6=00,0.4575974722112489
0*6835=0,9+2/-1=7,0.45759747221124886
1/7*28=4,3-9++6=0,0.45759747221124875
4/+8*2=1,5+7-03=9,0.45759747221124863
56*0/3=0,81+-72=9,0.4575974722112486
6185*0=0,7-9/+3=4,0.4575974722112486
0*6/81=0,42-+35=7,0.4575974722112485
1598*0=0,7+6/-2=4,0.4575974722112484
573*+0=0,9-24/8=6,0.45759747221124836
-26+34=8,57*0/9=0,0.4575974722112483
+2*9/3=6,5-4+7=08,0.4575974722112483
+67-58=9,0*43/2=0,0.4575974722112482
0*7952=0,3-+8/4=1,0.45759747221124814
51-43=+8,6/79*0=0,0.45759747221124797
+3/6*8=4,5*2-01=9,0.45759747221124786
18/9+2=4,50-6*7=8,0.45759747221124764
+0/-15=0,7*69=483,0.45759747221124747
0*5/24=0,71-+3=68,0.4575974722112474
16+32=48,59-12=47,0.45759747221124736
5-8/04=3,7+2*+1=9,0.45759747221124736
8*1-6=02,9/3+4=07,0.4575974722112473
+4*6/8=3,9-1*02=7,0.45759747221124725
2/1*+4=8,35-9=026,0.4575974722112472
06+87=93,4-10/5=2,0.457597472211247
6*2/04=3,67+-8=59,0.457597472211247
5-1*02=3,9+8/-4=7,0.45759747221124697
5+1*-2=3,9-8/04=7,0.45759747221124697
+9*4=036,72/8-5=4,0.45759747221124686
80*7=560,9/3+-1=2,0.45759747221124686
4/18*0=0,62-+53=9,0.45759747221124675
2/08*4=1,56+-47=9,0.4575974722112465
0*6859=0,7-3/+1=4,0.4575974722112464
26*0/1=0,83+-4=79,0.45759747221124636
+6/3*1=2,7+05-4=8,0.4575974722112463
0*54/8=0,72-9=+63,0.45759747221124614
-9+84=75,063/21=3,0.4575974722112461
0*26/7=0,8-14+9=3,0.457597472211246
+7-8/4=5,3*69=207,0.45759747221124597
0/13*9=0,72-+68=4,0.4575974722112459
+91-87=4,6*2/04=3,0.45759747221124586
2*18/9=4,7-6+03=4,0.45759747221124575
0/-74=+0,69*2=138,0.45759747221124547
-7+46=39,5/10*4=2,0.4575974722112454
+0/-51=0,3*89=267,0.4575974722112453
+5-8+7=4,6*3/9=02,0.4575974722112452
14*7=098,6/-2+3=0,0.4575974722112452
52/4-6=7,913*+0=0,0.4575974722112452
1/48*0=0,72-+9=63,0.4575974722112451
-46+53=7,2*0/89=0,0.4575974722112449
6/3*2=04,98-7=+91,0.4575974722112449
095-7=88,3/6*+4=2,0.45759747221124486
+6*0/7=0,81-32=49,0.4575974722112448
+9/3-2=1,0*6587=0,0.45759747221124475
2/01*4=8,9-+7+3=5,0.45759747221124475
-6+81=75,3*0/94=0,0.45759747221124464
0-7+2=-5,3*18/9=6,0.45759747221124464
0*8745=0,9/3-1=+2,0.45759747221124464
0/4827=0,9+-3*1=6,0.45759747221124464
+0/-82=0,59*7=413,0.4575974722112446
+1*8-5=3,7+4/2=09,0.4575974722112446
01*8-5=3,7+4/2=09,0.4575974722112446
015-+7=8,1/9*36=4,0.4575974722112446
4+6/-2=1,5398*0=0,0.4575974722112446
-5+74=69,3/1*02=6,0.4575974722112445
-54+63=9,01/2*8=4,0.4575974722112445
+57-9=48,6*0/32=0,0.4575974722112445
+71-9=62,0*84/3=0,0.4575974722112445
08-5*1=3,42/+7=06,0.45759747221124425
2/08*4=1,36+-29=7,0.4575974722112442
07*2-5=9,8/6*+3=4,0.4575974722112441
+68/34=2,5-17*0=5,0.45759747221124386
0-7+12=5,3*8/+6=4,0.45759747221124386
40/5*1=8,7-06+2=3,0.45759747221124386
42/3-5=9,681*+0=0,0.4575974722112438
0*7684=0,9/3+-1=2,0.45759747221124375
3/1*2=06,7-04+5=8,0.4575974722112436
+9-7/1=2,0*8356=0,0.4575974722112434
02+7-5=4,1/9*63=7,0.4575974722112434
64*0/9=0,7-13+8=2,0.4575974722112434
09/6*2=3,91-+87=4,0.4575974722112433
6287*0=0,9/+1-5=4,0.4575974722112432
23-5=+18,76/4*0=0,0.457597472211243
0/85*7=0,2-6+13=9,0.4575974722112429
07+8-9=6,4*5/2=10,0.4575974722112429
5/10*4=2,79-6=+73,0.4575974722112429
6832*0=0,9-4/1=+5,0.45759747221124286
02+8-3=7,1/9*36=4,0.45759747221124264
-753*0=0,1+48/6=9,0.4575974722112426
08-6+3=5,7/1*4=28,0.4575974722112426
2/8*+4=1,45-9=036,0.4575974722112426
6-+07=-1,9/3*8=24,0.4575974722112426
+3*5-6=9,8*1/2=04,0.45759747221124253
06+1*2=8,63/7-4=5,0.45759747221124253
4*3/6=02,81-+79=2,0.45759747221124253
0/6*+3=0,92-14=78,0.4575974722112425
4/03*6=8,9-7/1=+2,0.45759747221124203
51+-42=9,7/86*0=0,0.457597472211242
062-3=59,8*1/2=+4,0.4575974722112419
36/4-1=8,725*0=+0,0.45759747221124175
1/2*6=+3,5+8-4=09,0.4575974722112417
1/2*6=03,5+8-4=+9,0.4575974722112417
-6+5+1=0,8*9/24=3,0.45759747221124164
02*+8=16,9/3--4=7,0.4575974722112415
+2*0/3=0,79-15=64,0.45759747221124125
-4/1+9=5,0*2738=0,0.45759747221124114
+2*8-7=9,52/13=04,0.45759747221124114
10+7-8=9,6/+4*2=3,0.45759747221124114
-5+73=68,4/91*0=0,0.45759747221124103
+80/5=16,3*7-2=19,0.45759747221124103
0/-973=0,4+8*6=52,0.457597472211241
-7+36=29,4/08*2=1,0.4575974722112406
0*4528=0,9/1-6=+3,0.4575974722112406
-8+35=27,0*1/96=0,0.4575974722112405
+73-9=64,4/2*5=10,0.45759747221124036
1/65*0=0,82+-9=73,0.45759747221124025
05*3-7=8,4/01+2=6,0.4575974722112402
4/02+3=5,73-8*9=1,0.4575974722112399
0/3568=0,1*-7+9=2,0.4575974722112398
0/9853=0,4*2-1=+7,0.45759747221123975
0/1*6=+0,73-25=48,0.4575974722112397
0/6*9=+0,82-47=35,0.4575974722112391
04/1*2=8,93-86=+7,0.4575974722112391
6-+1-0=5,9/24*8=3,0.4575974722112383
0/7689=0,1*5-2=+3,0.4575974722112382
25+-8=17,6/08*4=3,0.4575974722112379
-8+23=15,7/64*0=0,0.4575974722112359
+4*6/8=3,24-15=09,0.45759747221123526
4/2+05=7,9*1-+6=3,0.45754104835524695
3-2+04=5,9/18*6=3,0.4575410483552464
0+07-5=2,36/4*1=9,0.4575410483552443
08/4*3=6,7*2-+9=5,0.457541048355244
4++8-5=7,9/6*02=3,0.4575410483552429
0*1972=0,5-+8/4=3,0.45754104835524284
007-+3=4,12*6/8=9,0.45754104835524284
+7-9+4=2,30*1/6=5,0.45754104835524245
+018/3=6,17-2*4=9,0.4575410483552424
0*3912=0,7-+8/4=5,0.45754104835524234
02/6*9=3,5++4-1=8,0.4575410483552423
0*5/48=0,3-6+12=9,0.45754104835524173
0/43*9=0,25-+18=7,0.4575410483552414
12+-05=7,4/3*6=+8,0.4575410483552414
0*74/8=0,13-9+2=6,0.4575410483552413
1*-3+9=6,270/45=6,0.4575410483552413
+98-91=7,6/3*02=4,0.45754104835524123
2+9-4=+7,5/30*6=1,0.4575410483552412
7*6+8=50,9/3+-2=1,0.4575410483552412
+71-63=8,1*20/4=5,0.45754104835524106
2+1*05=7,48/3-9=7,0.45754104835524106
6-2*1=04,8+9/-3=5,0.45754104835524095
084-79=5,6/3/+2=1,0.4575410483552407
5+4+-8=1,6/9*03=2,0.4575410483552406
6/2*+1=3,89-04=85,0.4575410483552406
0*+986=0,35/7-4=1,0.45754104835524056
1*08/4=2,3*5-6=+9,0.45754104835524056
-2+81=79,6*0/35=0,0.45754104835524045
-85+92=7,02*6/4=3,0.45754104835524
0*5/78=0,9+6-12=3,0.45754104835524
0*5739=0,6-2/+1=4,0.4575410483552399
0*4/16=0,82+-3=79,0.45754104835523984
5-8/+4=3,7962*0=0,0.45754104835523984
4-08+9=5,6*1/02=3,0.4575410483552398
5/26*0=0,91-+4=87,0.4575410483552397
4716*0=0,8+-9/3=5,0.4575410483552396
3/1*2=06,7+5-4=+8,0.4575410483552395
06+9-7=8,10*2/5=4,0.45754104835523945
-85+91=6,0*23/7=0,0.4575410483552394
8*3/6=04,9-1*7=+2,0.4575410483552394
14*3/7=6,5+09-8=6,0.4575410483552391
1875*0=0,4-6/3=+2,0.45754104835523896
+21/03=7,6*9-4=50,0.4575410483552389
079-74=5,1/3*6=+2,0.4575410483552389
10/5*3=6,84-9=+75,0.4575410483552389
0/8934=0,2*6+-5=7,0.4575410483552388
-09+14=5,8*9/36=2,0.45754104835523873
4/2*5=10,9+6+-7=8,0.45754104835523873
+6*3/9=2,075-4=71,0.4575410483552386
-5+74=69,28/3*0=0,0.45754104835523857
084-5=79,9/+3*2=6,0.45754104835523857
6/03*4=8,9-+7/1=2,0.45754104835523857
+9-7/1=2,0*8463=0,0.4575410483552385
+9/1-2=7,3*08/4=6,0.4575410483552385
1*09-2=7,8/6*3=+4,0.4575410483552385
0*7983=0,6-4/1=+2,0.4575410483552384
+1*8/4=2,79-06=73,0.4575410483552383
26-3*7=5,81/9=+09,0.4575410483552383
0+17-9=8,2*+6/3=4,0.4575410483552382
17-+08=9,6/3*2=+4,0.4575410483552381
54/9+0=6,7-+2*3=1,0.4575410483552381
0/487=+0,6*5-1=29,0.45754104835523807
5-16/8=3,924*0=+0,0.45754104835523807
1/7*63=9,2+7-5=04,0.457541048355238
14-3*2=8,63/9=+07,0.45754104835523796
0*2467=0,8-5/+1=3,0.4575410483552379
036/+4=9,8*7-52=4,0.4575410483552376
-6+015=9,28/4*1=7,0.4575410483552375
02/1*3=6,5-8++7=4,0.45754104835523746
-79+82=3,3/5*10=6,0.4575410483552374
0*81/5=0,72-9=+63,0.45754104835523723
00+2*4=8,9-56/7=1,0.4575410483552371
-38+40=2,1/7*63=9,0.457541048355237
+8-3/1=5,0*4769=0,0.457541048355237
0+09-6=3,7*4/28=1,0.4575410483552367
+41-36=5,0*82/7=0,0.4575410483552366
0*8567=0,9/3-+1=2,0.45754104835523657
08-9+6=5,7*6/14=3,0.45754104835523657
15-6+0=9,8/32*4=1,0.45754104835523657
4/08*6=3,5*2-1=+9,0.45754104835523657
8/-4+5=3,9672*0=0,0.45754104835523657
0/6738=0,5*2-9=+1,0.4575410483552365
-17+26=9,0*54/3=0,0.4575410483552364
1++6-7=0,9/24*8=3,0.4575410483552364
-18+23=5,6/09*6=4,0.45754104835523635
+0/7*9=0,58-46=12,0.4575410483552363
6/1*5=30,9-04+2=7,0.4575410483552363
6983*0=0,7-2/1=+5,0.45754104835523624
+07-+5=2,1/9*36=4,0.4575410483552361
35*0/1=0,72+-8=64,0.4575410483552361
0/6947=0,1*-3+5=2,0.45754104835523607
0/8573=0,6-+4*1=2,0.45754104835523607
65/2*0=0,91-87=+4,0.45754104835523607
0/-918=0,4+7*3=25,0.45754104835523585
-2+7=+05,6*9/3=18,0.4575410483552358
-9/3+7=4,6581*0=0,0.4575410483552358
0/51*2=0,83-+79=4,0.45754104835523574
1/2*08=4,72-9=+63,0.45754104835523557
+8*2-9=7,30/6/1=5,0.4575410483552354
5/32*0=0,91-84=+7,0.4575410483552354
0/7682=0,9*1-5=+4,0.4575410483552353
07+5-9=3,9/6*8=12,0.45754104835523524
8/-4+7=5,9362*0=0,0.45754104835523524
+3*0/4=0,69-52=17,0.4575410483552352
-71+80=9,2*6/3=+4,0.4575410483552351
8+7-5=10,9/6*2=03,0.4575410483552351
7-+4/2=5,8163*0=0,0.45754104835523457
0/183=+0,5*7-6=29,0.4575410483552345
65/3*0=0,81-2=+79,0.4575410483552345
7682*0=0,9-4/1=+5,0.45754104835523446
0+7-02=5,18/6*3=9,0.45754104835523435
61-52=+9,83/7*0=0,0.4575410483552343
6/-3+7=5,8412*0=0,0.45754104835523424
06*1+3=9,7-4/2=+5,0.45754104835523407
+36-9=27,1*0/58=0,0.4575410483552339
0/+149=0,25-6*3=7,0.4575410483552339
0/692=+0,4*5-3=17,0.4575410483552339
+7-8/4=5,0*9123=0,0.45754104835523385
6721*0=0,9/-3+8=5,0.45754104835523385
+23-9=14,8*0/57=0,0.4575410483552338
0/8764=0,3*2+-5=1,0.4575410483552334
0/6*3=+0,92-18=74,0.45754104835523335
0/286=+0,5*7-1=34,0.4575410483552331
+5*2-4=6,0/9173=0,0.45754104835523307
0/21*8=0,73-+9=64,0.4575410483552329
-43+52=9,86/1*0=0,0.4575410483552326
+24-9=15,8/6*3=04,0.4575410483552323
2/34*0=0,85-76=+9,0.4575410483552321
27+19=46,81-35=46,0.45754104835523196
0/-867=0,4+3*5=19,0.45754104835523185
0/-5*7=0,28+41=69,0.4575410483552317
0/81*6=0,34+-5=29,0.4575410483552317
0/6*1=+0,98-23=75,0.45754104835523135
25-19=+6,8/47*0=0,0.45754104835523046
-7+12=+5,4/8*6=03,0.4575410483552278
-7+12=05,4/8*6=03,0.4575410483552278
05+8-7=6,1*27/3=9,0.45748462449924215
-3*-02=6,1+49/7=8,0.457484624499239
07+5-4=8,2*09/6=3,0.4574846244992385
+15-06=9,312/4=78,0.45748462449923805
0*4/31=0,85+-76=9,0.4574846244992378
+82-9=73,54/9*1=6,0.4574846244992372
14+2-9=7,5/38*0=0,0.45748462449923716
5-08/2=1,7*+9=063,0.45748462449923716
3*18=+54,36-7=029,0.45748462449923694
+4/2+1=3,50-6*7=8,0.45748462449923677
00-3+9=6,28/4*1=7,0.4574846244992367
3+8/-4=1,7569*0=0,0.4574846244992367
381*0=+0,9-24/6=5,0.45748462449923666
6-45/9=1,783*+0=0,0.45748462449923666
+42/07=6,1*8+-5=3,0.4574846244992365
-9/9+7=6,5*28=140,0.45748462449923644
4736*0=0,9+-8/2=5,0.4574846244992361
0/7935=0,1*8+-6=2,0.45748462449923605
3/6*02=1,9+4+-5=8,0.45748462449923577
15-+07=8,3/9*06=2,0.45748462449923566
-5+7=002,3*18/6=9,0.4574846244992356
12-9+5=8,2/3*6=04,0.45748462449923555
0/4913=0,2*7+-8=6,0.45748462449923544
+62-54=8,7139*0=0,0.4574846244992353
46/9*0=0,8+7-13=2,0.457484624499235
7+5-09=3,8/2*1=04,0.457484624499235
35+-8=27,4/16*0=0,0.45748462449923494
-16+25=9,0*84/7=0,0.4574846244992347
-5+42=37,19*0/8=0,0.45748462449923466
0/3549=0,7*2-+6=8,0.45748462449923466
1*32/4=8,16-9+0=7,0.45748462449923455
+1*5-3=2,7+08/4=9,0.45748462449923444
2*7-6=08,45/9+3=8,0.45748462449923427
23+-19=4,85/6*0=0,0.45748462449923405
2*1+3=05,96/8-7=5,0.457484624499234
8*6+1=49,8-30/5=2,0.45748462449923394
+3/1+4=7,50-6*8=2,0.4574846244992339
0/7395=0,6-4*1=+2,0.45748462449923377
4*10/8=5,6*2-9=+3,0.45748462449923366
-4/2+5=3,0*1689=0,0.4574846244992336
+46-7=39,1*0/25=0,0.4574846244992336
+3-4/2=1,0*9786=0,0.45748462449923355
14*0+8=8,63/9-5=2,0.45748462449923355
2/1*4=+8,3-5+09=7,0.45748462449923355
26+-19=7,6/08*4=3,0.45748462449923355
37+-29=8,8/10*5=4,0.45748462449923355
15-+07=8,6/4*2=+3,0.4574846244992335
0/358=+0,9*7-62=1,0.45748462449923344
56/7+0=8,9-4*2=01,0.45748462449923344
+01--6=7,24*3/8=9,0.4574846244992334
+0/359=0,16-4*2=8,0.4574846244992333
0*2/69=0,45-+38=7,0.4574846244992333
0*5468=0,9/3+-2=1,0.4574846244992333
4-03+8=9,56/8*1=7,0.4574846244992333
08/4+3=5,16-9*1=7,0.4574846244992332
-07+16=9,8/3*9=24,0.45748462449923316
0*4861=0,5+-9/3=2,0.45748462449923316
+2*4-7=1,360/8=45,0.4574846244992331
28/04=+7,9+3*-1=6,0.4574846244992331
0*9754=0,8/1+-6=2,0.45748462449923305
6/47*0=0,9-5+8=12,0.45748462449923305
+6/3-0=2,8*94=752,0.4574846244992329
0*4/32=0,67+-59=8,0.4574846244992329
6*4/8=+3,7-2/01=5,0.45748462449923283
+60-58=2,7*9/63=1,0.4574846244992327
0/8439=0,7+1*-2=5,0.4574846244992326
07*+3=21,54/9-0=6,0.4574846244992326
-16+23=7,0*85/4=0,0.4574846244992325
0/+928=0,7*5-4=31,0.45748462449923244
+40/05=8,9*7-1=62,0.4574846244992323
0/81*9=0,53+-47=6,0.4574846244992322
-2+6*1=4,57/019=3,0.45748462449923216
8/2-3=+1,9*6-0=54,0.4574846244992321
-87+93=6,1*0/42=0,0.45748462449923194
4951*0=0,7-8/+2=3,0.45748462449923194
-42/7=-6,1*3+5=08,0.4574846244992319
0-7+15=8,6/+3*2=4,0.4574846244992319
26+-9=17,34/8*0=0,0.4574846244992319
042/06=7,8+-5*1=3,0.4574846244992318
1265*0=0,9/-3+7=4,0.45748462449923166
-49+57=8,2*9/6=03,0.45748462449923155
+82-4=78,6/1*5=30,0.45748462449923155
072/8=+9,41-036=5,0.45748462449923144
06*9=+54,30/2-8=7,0.45748462449923133
6+3-2=+7,8/4*5=10,0.45748462449923133
0/5629=0,1*7-+3=4,0.4574846244992313
63/7-0=9,8/4*1=+2,0.45748462449923116
05*3-7=8,24/8+6=9,0.4574846244992311
0/1742=0,3*5-9=+6,0.45748462449923105
0/6*+4=0,58-37=21,0.45748462449923066
-8/2+5=1,0*6734=0,0.4574846244992306
0/-8*5=0,32+17=49,0.4574846244992306
0/6528=0,1*7-+4=3,0.4574846244992306
03*5-8=7,4/-1+6=2,0.4574846244992306
4986*0=0,7-+5/1=2,0.4574846244992306
+0*235=0,49/7-6=1,0.45748462449923044
2/1*04=8,6/-3+7=5,0.45748462449923044
6-3+4=07,9/1*8=72,0.4574846244992304
0/3591=0,6*2-8=+4,0.45748462449923033
45*0/9=0,7-12+8=3,0.45748462449923033
+18/2=09,17-3*4=5,0.4574846244992303
-5+07=+2,6*9/18=3,0.4574846244992302
0*8/21=0,74-+5=69,0.4574846244992302
-8+45=37,0*9/21=0,0.45748462449923016
0*6/85=0,41-+32=9,0.45748462449923016
0/7935=0,1*-4+6=2,0.45748462449923016
03/1*2=6,91-4=+87,0.45748462449923016
0/95*4=0,23-+16=7,0.4574846244992301
+6/4*0=0,59-28=31,0.4574846244992299
0*+542=0,81/9-6=3,0.4574846244992299
06-2*1=4,5+9/+3=8,0.4574846244992299
0/7962=0,8+-1*3=5,0.45748462449922983
01+5-4=2,9/1*7=63,0.45748462449922966
0/-5*8=0,17+29=46,0.45748462449922933
-4+1*9=5,8/2+3=07,0.4574846244992292
+71-9=62,8*3/4=06,0.4574846244992292
0/+6*7=0,43-15=28,0.4574846244992292
0/8396=0,7+2*-1=5,0.4574846244992292
-87+92=5,5/1*6=30,0.45748462449922916
0/71*8=0,34+-25=9,0.45748462449922916
3*89=267,5-04=+01,0.45748462449922905
-8+17=+9,03/2*4=6,0.457484624499229
08/2+5=9,27-4*6=3,0.45748462449922894
3/9*+6=2,7-0+8=15,0.4574846244992288
7/3*9=21,9-08+4=5,0.4574846244992288
1/3*6=02,45-8=+37,0.45748462449922855
-6+45=39,0*1/72=0,0.4574846244992285
+3/6*4=2,27-09=18,0.45748462449922833
0/6*-3=0,17+42=59,0.45748462449922833
0/7462=0,8-+1*3=5,0.4574846244992283
0/7*6=+0,92-34=58,0.45748462449922794
+3/6*2=1,84-79=+5,0.45748462449922783
0/56*3=0,9+7-4=12,0.4574846244992278
0/72*9=0,41+-6=35,0.4574846244992278
6-42/7=0,8-+1*5=3,0.45748462449922767
06-9+5=2,24*1/8=3,0.45748462449922744
42/06=+7,8-+5*1=3,0.45748462449922717
0/5987=0,6+-2*1=4,0.4574846244992268
02-6+7=3,1/6*54=9,0.4574846244992263
0/-962=0,5+4*3=17,0.45748462449922556
0/-843=0,5+6*2=17,0.45748462449922533
+015-8=7,2/6*9=03,0.4574846244992253
0-02+7=5,9/3*6=18,0.4574846244992249
27/9+5=8,9-3*01=6,0.45742820064323436
-375*0=0,2+16/8=4,0.45742820064323386
0+28/4=7,1*9-06=3,0.4574282006432337
7+4/-2=5,9316*0=0,0.45742820064323236
0/4916=0,3*5+-7=8,0.4574282006432322
+34-28=6,7159*0=0,0.4574282006432313
36+-29=7,5/20*4=1,0.45742820064323103
+017-8=9,3*4/+6=2,0.4574282006432308
0*6/74=0,9+8-12=5,0.45742820064323075
31+-26=5,78*0/4=0,0.4574282006432307
0/87*5=0,3+12-6=9,0.4574282006432305
059-58=1,2/3*6=+4,0.4574282006432305
40/8+1=6,59-7*8=3,0.4574282006432304
04/2+7=9,21-5*3=6,0.45742820064323036
2*36/9=8,2-1+04=5,0.4574282006432302
07-6/3=5,4*18=+72,0.4574282006432301
63+-54=9,78*0/2=0,0.4574282006432301
0*4/63=0,9+8-12=5,0.45742820064323003
15-0-8=7,2*9/+3=6,0.45742820064323003
2*5+-9=1,8*3/04=6,0.45742820064323
7+9-12=4,8*3/06=4,0.4574282006432298
01+9/3=4,2*7+-6=8,0.45742820064322975
063-56=7,1/2*+8=4,0.4574282006432297
+2*9/6=3,7+05-8=4,0.45742820064322953
02*9/6=3,7+05-8=4,0.45742820064322953
0*3974=0,5-+8/2=1,0.4574282006432295
6*2-+4=8,7+10/5=9,0.45742820064322937
0*4/-1=0,27+68=95,0.45742820064322914
+18/+9=2,45-6*7=3,0.45742820064322903
5/4*8=10,6+3-+7=2,0.45742820064322887
